experiment,layers,dropout_rate,activation,timesteps,batch_size,filters,kernel_size,pool_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
402,1,0.5,tanh,21,10,32,6,2,25,0.2173110991716385,0.24217741191387177,0.051429985711971916,0.0386646514137586,0.050815731287002563,[[0.30909421]],[[0.23237455]],[[0.30540255]],25.717145204544067
403,1,0.5,tanh,21,10,64,4,1,25,0.2086326628923416,0.23124755918979645,0.05419061457117399,0.04093405480186144,0.05347685515880585,[[0.32568559]],[[0.24601367]],[[0.3213959]],25.87179470062256
404,1,0.5,tanh,21,10,64,4,2,25,0.19972264766693115,0.22208386659622192,0.053910378366708755,0.040359655395150185,0.053191727648178734,[[0.32400137]],[[0.24256153]],[[0.31968228]],25.28870153427124
405,1,0.5,tanh,21,10,64,5,1,25,0.2080724686384201,0.2314353734254837,0.05524616315960884,0.04194632110496362,0.0545099638402462,[[0.33202944]],[[0.25209739]],[[0.32760488]],21.046849250793457
406,1,0.5,tanh,21,10,64,5,2,25,0.20180918276309967,0.22311384975910187,0.05603582908709844,0.04199597177406152,0.0551986296971639,[[0.33677533]],[[0.25239579]],[[0.33174376]],19.685654878616333
407,1,0.5,tanh,21,10,64,6,1,25,0.2050378918647766,0.23055613040924072,0.05668614680568377,0.043354280292987823,0.05594124769171079,[[0.34068374]],[[0.26055922]],[[0.3362069]],20.898916006088257
408,1,0.5,tanh,21,10,64,6,2,25,0.20469550788402557,0.225674569606781,0.05705563103159269,0.04349239853521188,0.05622827261686325,[[0.34290434]],[[0.26138932]],[[0.33793192]],25.922211408615112
409,1,0.5,tanh,21,20,32,4,1,25,0.2843308746814728,0.3094191253185272,0.05322522049148878,0.040568637351195015,0.0528940719862779,[[0.31988358]],[[0.24381751]],[[0.31789337]],16.826968669891357
410,1,0.5,tanh,21,20,32,4,2,25,0.2014756202697754,0.22740256786346436,0.046105097979307175,0.03301736650367578,0.045668462912241616,[[0.27709164]],[[0.19843437]],[[0.27446746]],17.09034276008606
411,1,0.5,tanh,21,20,32,5,1,25,0.21574808657169342,0.24270600080490112,0.045671071857213974,0.03205680971344312,0.045309397081534065,[[0.27448314]],[[0.19266143]],[[0.27230948]],14.52695107460022
412,1,0.5,tanh,21,20,32,5,2,25,0.1820635050535202,0.21146006882190704,0.046512811134258904,0.033232505122820534,0.04604465141892433,[[0.27954199]],[[0.19972736]],[[0.27672836]],14.318707466125488
413,1,0.5,tanh,21,20,32,6,1,25,0.2741423547267914,0.30127090215682983,0.05139099061489105,0.03858967373768488,0.0510585680603981,[[0.30885985]],[[0.23192394]],[[0.30686199]],16.302076816558838
414,1,0.5,tanh,21,20,32,6,2,25,0.1845073699951172,0.21239928901195526,0.045620628943045936,0.032452007134755455,0.045193235079447426,[[0.27417998]],[[0.19503656]],[[0.27161134]],15.697831153869629
415,1,0.5,tanh,21,20,64,4,1,25,0.1969483345746994,0.22158940136432648,0.04880426203211149,0.03462931886315346,0.048322355995575585,[[0.29331361]],[[0.20812221]],[[0.29041736]],16.72433638572693
416,1,0.5,tanh,21,20,64,4,2,25,0.24686510860919952,0.27156296372413635,0.046502391497294106,0.03322871836523215,0.04633274177710215,[[0.27947937]],[[0.1997046]],[[0.27845978]],14.582091331481934
417,1,0.5,tanh,21,20,64,5,1,25,0.19655050337314606,0.22312425076961517,0.050373016546169914,0.03622709152599176,0.049889555821816124,[[0.30274183]],[[0.21772482]],[[0.29983623]],16.816112279891968
418,1,0.5,tanh,21,20,64,5,2,25,0.2411005049943924,0.2648179531097412,0.04864507044355074,0.03520331593851248,0.0483563207089901,[[0.29235687]],[[0.21157193]],[[0.29062149]],15.343250036239624
419,1,0.5,tanh,21,20,64,6,1,25,0.2017141729593277,0.22640152275562286,0.052463644494613014,0.03826336624721686,0.05195140466094017,[[0.3153065]],[[0.22996283]],[[0.31222794]],17.305015087127686
420,1,0.5,tanh,21,20,64,6,2,25,0.20191307365894318,0.22719065845012665,0.04537798340121905,0.03163608101507028,0.04495668287078539,[[0.27272168]],[[0.19013285]],[[0.27018966]],14.25254487991333
421,1,0.5,tanh,21,30,32,4,1,25,0.22545354068279266,0.2512378990650177,0.04799584050973257,0.0348009318113327,0.047659993171691895,[[0.288455]],[[0.2091536]],[[0.28643656]],12.896144390106201
422,1,0.5,tanh,21,30,32,4,2,25,0.19349156320095062,0.21772778034210205,0.045113244404395424,0.03142384688059489,0.04471489662925402,[[0.2711306]],[[0.18885732]],[[0.26873653]],13.415889024734497
423,1,0.5,tanh,21,30,32,5,1,25,0.2037276029586792,0.22724466025829315,0.04581263909737269,0.03242927479247252,0.045486067732175194,[[0.27533396]],[[0.19489994]],[[0.27337127]],13.813946723937988
424,1,0.5,tanh,21,30,32,5,2,25,0.18972845375537872,0.21423707902431488,0.04601934552192688,0.032152026891708374,0.045550212264060974,[[0.27657627]],[[0.19323368]],[[0.27375678]],12.61161494255066
425,1,0.5,tanh,21,30,32,6,1,25,0.20476657152175903,0.22897078096866608,0.045332007110118866,0.031739432364702225,0.045120699952046074,[[0.27244536]],[[0.19075399]],[[0.27117541]],13.84411907196045
426,1,0.5,tanh,21,30,32,6,2,25,0.19485245645046234,0.218549907207489,0.045787801345189415,0.03197531898816427,0.04536978527903557,[[0.27518469]],[[0.19217167]],[[0.27267241]],13.579365730285645
427,1,0.5,tanh,21,30,64,4,1,25,0.30531683564186096,0.3284967243671417,0.059798840433359146,0.0471040066331625,0.059375825027624764,[[0.35939103]],[[0.28309508]],[[0.35684871]],14.680100679397583
428,1,0.5,tanh,21,30,64,4,2,25,0.2387346774339676,0.2631089389324188,0.05180139342943827,0.03881880889336268,0.051363552610079445,[[0.31132637]],[[0.23330104]],[[0.30869495]],13.403401613235474
429,1,0.5,tanh,21,30,64,5,1,25,0.3137609660625458,0.33690157532691956,0.06080837547779083,0.04813168942928314,0.06039126217365265,[[0.36545834]],[[0.28927145]],[[0.36295149]],12.8561851978302
430,1,0.5,tanh,21,30,64,5,2,25,0.21607160568237305,0.24208851158618927,0.05163587505618731,0.0381912961602211,0.05107486496369044,[[0.31033161]],[[0.22952969]],[[0.30695994]],13.614689111709595
431,1,0.5,tanh,21,30,64,6,1,25,0.3023880422115326,0.32519981265068054,0.06000326077143351,0.047465696930885315,0.05960506200790405,[[0.3606196]],[[0.28526884]],[[0.35822642]],12.958519697189331
432,1,0.5,tanh,21,30,64,6,2,25,0.2782593369483948,0.30173587799072266,0.05876097703973452,0.04632310445110003,0.058290516336758934,[[0.35315347]],[[0.27840186]],[[0.350326]],13.41274380683899
433,2,0.0,relu,7,10,32,4,1,25,0.1609688252210617,0.18328799307346344,0.041648924350738525,0.029724568749467533,0.04222367703914642,[[0.25031004]],[[0.17864466]],[[0.2537643]],25.630178689956665
