experiment,layers,dropout_rate,activation,timesteps,batch_size,filters,kernel_size,pool_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
134,1,0.0,tanh,7,30,32,4,2,25,0.16077184677124023,0.18279315531253815,0.03959621240695318,0.026808709527055424,0.0402752049267292,[[0.23797324]],[[0.16112034]],[[0.24205398]],12.334332466125488
135,1,0.0,tanh,7,30,32,5,1,25,0.19488191604614258,0.2161136120557785,0.04232195640603701,0.029967525973916054,0.042972125113010406,[[0.25435496]],[[0.18010483]],[[0.25826247]],12.64950680732727
136,1,0.0,tanh,7,30,32,5,2,25,0.16527928411960602,0.1892717331647873,0.041925628980000816,0.029009961833556492,0.04261453946431478,[[0.25197303]],[[0.17434987]],[[0.25611338]],12.343528032302856
137,1,0.0,tanh,7,30,32,6,1,25,0.16496089100837708,0.1877448409795761,0.038078175857663155,0.02558565263946851,0.03878553584218025,[[0.22884984]],[[0.15376977]],[[0.23310107]],13.57322359085083
138,1,0.0,tanh,7,30,32,6,2,25,0.16183021664619446,0.18422426283359528,0.039084664856394134,0.0263323908050855,0.03976976498961449,[[0.23489884]],[[0.15825767]],[[0.23901629]],13.523493528366089
139,1,0.0,tanh,7,30,64,4,1,25,0.16364766657352448,0.18801945447921753,0.0383516742537419,0.02670266603430112,0.03893092895547549,[[0.23049356]],[[0.16048302]],[[0.23397488]],12.737277507781982
140,1,0.0,tanh,7,30,64,4,2,25,0.18737423419952393,0.20767419040203094,0.044584895173708596,0.03317469668885072,0.04500307639439901,[[0.26795522]],[[0.19937993]],[[0.27046849]],13.842599868774414
141,1,0.0,tanh,7,30,64,5,1,25,0.2265523225069046,0.24722075462341309,0.048359899471203484,0.03756383123497168,0.04871765275796255,[[0.290643]],[[0.22575863]],[[0.29279309]],13.660134315490723
142,1,0.0,tanh,7,30,64,5,2,25,0.17062203586101532,0.1946229189634323,0.04251932849486669,0.029657345886031788,0.04321592797835668,[[0.25554116]],[[0.17824065]],[[0.25972773]],13.837544679641724
143,1,0.0,tanh,7,30,64,6,1,25,0.19185477495193481,0.21306590735912323,0.04484685758749644,0.033633541936675705,0.045276099195082985,[[0.26952961]],[[0.20213759]],[[0.27210936]],13.46862244606018
144,1,0.0,tanh,7,30,64,6,2,25,0.1708827018737793,0.19366450607776642,0.040424104779958725,0.027712032198905945,0.04112149402499199,[[0.24294887]],[[0.16654931]],[[0.24714018]],13.41081428527832
145,1,0.0,tanh,14,10,32,4,1,25,0.16961370408535004,0.1939699500799179,0.04134609984854857,0.029814635093013447,0.042110053822398186,[[0.24849006]],[[0.17918596]],[[0.25308142]],24.27216410636902
146,1,0.0,tanh,14,10,32,4,2,25,0.1997864842414856,0.22495673596858978,0.04945982123414675,0.037549739703536034,0.0500637541214625,[[0.29725353]],[[0.22567394]],[[0.30088316]],20.155505418777466
147,1,0.0,tanh,14,10,32,5,1,25,0.18520475924015045,0.21029013395309448,0.04366877054174741,0.03234511738022169,0.044337292512257896,[[0.26244931]],[[0.19439416]],[[0.26646713]],24.487785816192627
148,1,0.0,tanh,14,10,32,5,2,25,0.17965345084667206,0.20651091635227203,0.043338303764661155,0.03186813183128834,0.04401163632671038,[[0.26046321]],[[0.19152747]],[[0.26450993]],24.006611108779907
149,1,0.0,tanh,14,10,32,6,1,25,0.18693029880523682,0.21214306354522705,0.04337832083304723,0.03206870953241984,0.044028343011935554,[[0.26070371]],[[0.19273294]],[[0.26461034]],24.891822338104248
150,1,0.0,tanh,14,10,32,6,2,25,0.21508073806762695,0.24055181443691254,0.051076240837574005,0.039260899648070335,0.051630073537429176,[[0.30696821]],[[0.23595801]],[[0.31029674]],24.824849605560303
151,1,0.0,tanh,14,10,64,4,1,25,0.20017015933990479,0.22416691482067108,0.04123488441109657,0.02926384036739667,0.042018343384067215,[[0.24782166]],[[0.17587568]],[[0.25253024]],24.955862760543823
152,1,0.0,tanh,14,10,64,4,2,25,0.17561863362789154,0.20252178609371185,0.048121570299069084,0.03599586461981138,0.048824100444714226,[[0.28921064]],[[0.21633515]],[[0.29343284]],25.301351308822632
153,1,0.0,tanh,14,10,64,5,1,25,0.194226935505867,0.2203291654586792,0.03943770254651705,0.02774982713162899,0.04024332016706467,[[0.23702059]],[[0.16677646]],[[0.24186235]],25.013963222503662
154,1,0.0,tanh,14,10,64,5,2,25,0.18607698380947113,0.2120238095521927,0.04537022486329079,0.034196137761076294,0.0459413987894853,[[0.27267505]],[[0.20551879]],[[0.27610781]],20.438373804092407
155,1,0.0,tanh,14,10,64,6,1,25,0.20037125051021576,0.22424393892288208,0.041583734254042305,0.02971225107709567,0.042310395588477455,[[0.24991824]],[[0.17857063]],[[0.25428548]],25.101487398147583
156,1,0.0,tanh,14,10,64,6,2,25,0.18616348505020142,0.21204151213169098,0.04975129539767901,0.0377958652873834,0.05036894356211027,[[0.29900529]],[[0.22715315]],[[0.30271735]],19.95958137512207
157,1,0.0,tanh,14,20,32,4,1,25,0.19748403131961823,0.22241050004959106,0.043131678054730095,0.03144970039526621,0.04384724423289299,[[0.25922139]],[[0.1890127]],[[0.26352194]],16.006311893463135
158,1,0.0,tanh,14,20,32,4,2,25,0.2003406286239624,0.22484175860881805,0.046200379729270935,0.03407256553570429,0.0469245637456576,[[0.27766428]],[[0.20477612]],[[0.28201663]],14.581810474395752
159,1,0.0,tanh,14,20,32,5,1,25,0.20890288054943085,0.23349875211715698,0.04408695797125498,0.0323820635676384,0.04478164638082186,[[0.26496262]],[[0.1946162]],[[0.26913769]],16.039592027664185
160,1,0.0,tanh,14,20,32,5,2,25,0.19875633716583252,0.2259582281112671,0.04405394693215688,0.032293545082211494,0.04476956153909365,[[0.26476422]],[[0.19408421]],[[0.26906506]],16.94319438934326
161,1,0.0,tanh,14,20,32,6,1,25,0.1773684024810791,0.20300452411174774,0.040938674161831536,0.029007062936822575,0.041751341273387275,[[0.24604143]],[[0.17433245]],[[0.25092556]],16.824791193008423
162,1,0.0,tanh,14,20,32,6,2,25,0.19857998192310333,0.22259151935577393,0.04627002030611038,0.034211878354350723,0.04694312562545141,[[0.27808282]],[[0.20561339]],[[0.28212819]],16.416781902313232
163,1,0.0,tanh,14,20,64,4,1,25,0.17511379718780518,0.1992950588464737,0.03864374880989393,0.026629946505029995,0.039455038805802665,[[0.23224893]],[[0.16004598]],[[0.23712478]],14.468275785446167
164,1,0.0,tanh,14,20,64,4,2,25,0.18070507049560547,0.20742912590503693,0.045701175928115845,0.03339004392425219,0.04649913559357325,[[0.27466407]],[[0.20067416]],[[0.2794598]],14.817135572433472
165,1,0.0,tanh,14,20,64,5,1,25,0.17065858840942383,0.19524292647838593,0.03811722248792648,0.026053232451279957,0.038932989041010536,[[0.22908451]],[[0.15657993]],[[0.23398726]],14.522911071777344
166,1,0.0,tanh,14,20,64,5,2,25,0.18999581038951874,0.21619796752929688,0.04253475616375605,0.030769366770982742,0.04325577368338903,[[0.25563388]],[[0.18492389]],[[0.2599672]],15.829304695129395
167,1,0.0,tanh,14,20,64,6,1,25,0.17305070161819458,0.1975875347852707,0.0384497611473004,0.026395009830594063,0.039258298774560295,[[0.23108306]],[[0.15863401]],[[0.23594238]],16.450392246246338
168,1,0.0,tanh,14,20,64,6,2,25,0.19340215623378754,0.21857397258281708,0.04652869204680125,0.034253327175974846,0.0472582479317983,[[0.27963744]],[[0.2058625]],[[0.28402207]],15.07854151725769
169,1,0.0,tanh,14,30,32,4,1,25,0.17317895591259003,0.19524763524532318,0.04061046242713928,0.02834199120601018,0.04141208529472351,[[0.24406888]],[[0.17033537]],[[0.24888663]],12.766282558441162
170,1,0.0,tanh,14,30,32,4,2,25,0.17673587799072266,0.2002098113298416,0.04273484647274017,0.030563737576206524,0.04339872548977534,[[0.25683643]],[[0.18368806]],[[0.26082634]],13.229223012924194
171,1,0.0,tanh,14,30,32,5,1,25,0.19237132370471954,0.215589702129364,0.04471238081653913,0.033166379357377686,0.04542160779237747,[[0.26872141]],[[0.19932994]],[[0.27298386]],13.77391791343689
172,1,0.0,tanh,14,30,32,5,2,25,0.17608703672885895,0.20022428035736084,0.04034425690770149,0.028468628103534382,0.041035689413547516,[[0.24246898]],[[0.17109645]],[[0.24662449]],13.017125129699707
173,1,0.0,tanh,14,30,32,6,1,25,0.1901630312204361,0.2130081057548523,0.044765821968515716,0.03349476866424084,0.045469529926776886,[[0.26904259]],[[0.20130356]],[[0.27327187]],12.306784391403198
174,1,0.0,tanh,14,30,32,6,2,25,0.1529291421175003,0.1792895346879959,0.04048514738678932,0.028005485112468403,0.04116454099615415,[[0.24331574]],[[0.16831297]],[[0.24739889]],12.947508811950684
175,1,0.0,tanh,14,30,64,4,1,25,0.20249956846237183,0.22708523273468018,0.04112229372064272,0.029075969631473225,0.04179960861802101,[[0.24714499]],[[0.17474658]],[[0.25121565]],13.061595916748047
176,1,0.0,tanh,14,30,64,4,2,25,0.20929312705993652,0.2327653169631958,0.049535577495892845,0.03705909661948681,0.0503295361995697,[[0.29770882]],[[0.22272517]],[[0.30248051]],13.066117763519287
177,1,0.0,tanh,14,30,64,5,1,25,0.16925740242004395,0.19547395408153534,0.03867680331071218,0.02673671953380108,0.03942852467298508,[[0.23244759]],[[0.16068768]],[[0.23696543]],12.578620672225952
178,1,0.0,tanh,14,30,64,5,2,25,0.1967596858739853,0.2181156873703003,0.04347245519359907,0.031325897201895714,0.04423713187376658,[[0.26126946]],[[0.18826864]],[[0.26586516]],13.060359001159668
179,1,0.0,tanh,14,30,64,6,1,25,0.15621991455554962,0.18255168199539185,0.03765976491073767,0.02548098750412464,0.03845843921105067,[[0.22633519]],[[0.15314073]],[[0.23113522]],13.019781589508057
180,1,0.0,tanh,14,30,64,6,2,25,0.16962385177612305,0.19303135573863983,0.044316583623488746,0.03254453589518865,0.04490156223376592,[[0.26634267]],[[0.19559266]],[[0.26985839]],12.93406867980957
181,1,0.0,tanh,21,10,32,4,1,25,0.1970287412405014,0.21824991703033447,0.04745614777008692,0.03391008824110031,0.04693190132578214,[[0.28521145]],[[0.20379963]],[[0.28206073]],25.508711338043213
182,1,0.0,tanh,21,10,32,4,2,25,0.17070789635181427,0.19794748723506927,0.04473695593575636,0.030652113258838654,0.04435389178494612,[[0.26886911]],[[0.1842192]],[[0.26656689]],25.57299256324768
183,1,0.0,tanh,21,10,32,5,1,25,0.17525207996368408,0.20027343928813934,0.043880170211195946,0.030068931480248768,0.04347622146209081,[[0.26371982]],[[0.18071428]],[[0.26129209]],21.112788915634155
184,1,0.0,tanh,21,10,32,5,2,25,0.2295234650373459,0.25367972254753113,0.054394895831743874,0.04056978101531664,0.054132806758085884,[[0.32691332]],[[0.24382438]],[[0.32533817]],19.680185079574585
185,1,0.0,tanh,21,10,32,6,1,25,0.19211256504058838,0.21419870853424072,0.04753981033960978,0.033864228054881096,0.047008475909630455,[[0.28571426]],[[0.20352401]],[[0.28252094]],24.988662242889404
186,1,0.0,tanh,21,10,32,6,2,25,0.17421500384807587,0.20018155872821808,0.04607953752080599,0.03221696987748146,0.045646525298555694,[[0.27693802]],[[0.19362399]],[[0.27433562]],25.307106256484985
187,1,0.0,tanh,21,10,64,4,1,25,0.2090587168931961,0.23186124861240387,0.04465663557251295,0.03105327362815539,0.044277949879566826,[[0.26838638]],[[0.18663017]],[[0.26611048]],24.35973858833313
188,1,0.0,tanh,21,10,64,4,2,25,0.18676893413066864,0.20910422503948212,0.046515739833315216,0.032621526469786964,0.046031475688020386,[[0.2795596]],[[0.19605537]],[[0.27664917]],20.125605583190918
189,1,0.0,tanh,21,10,64,5,1,25,0.19057142734527588,0.21521683037281036,0.04350224696099758,0.02965318039059639,0.043151119723916054,[[0.2614485]],[[0.17821561]],[[0.25933823]],25.18464994430542
190,1,0.0,tanh,21,10,64,5,2,25,0.19063706696033478,0.21586108207702637,0.05127165466547012,0.036932567755381264,0.050735032806793846,[[0.30814264]],[[0.22196473]],[[0.30491755]],20.993929862976074
191,1,0.0,tanh,21,10,64,6,1,25,0.19833756983280182,0.22219149768352509,0.04294248856604099,0.029093976443012554,0.04267370328307152,[[0.25808436]],[[0.1748548]],[[0.25646896]],24.52892518043518
192,1,0.0,tanh,21,10,64,6,2,25,0.18916301429271698,0.21305294334888458,0.04772908488909403,0.03393635774652163,0.04721456952393055,[[0.2868518]],[[0.20395751]],[[0.28375956]],24.886396169662476
193,1,0.0,tanh,21,20,32,4,1,25,0.18679557740688324,0.2107805460691452,0.042330559343099594,0.0283881314098835,0.04198172315955162,[[0.25440666]],[[0.17061267]],[[0.25231016]],15.226423025131226
194,1,0.0,tanh,21,20,32,4,2,25,0.1852596551179886,0.20966768264770508,0.04730851575732231,0.03375206080575784,0.04695092514157295,[[0.28432418]],[[0.20284989]],[[0.28217506]],16.806365966796875
195,1,0.0,tanh,21,20,32,5,1,25,0.24872879683971405,0.27150240540504456,0.049119990319013596,0.03547661751508713,0.049021357049544655,[[0.29521114]],[[0.21321447]],[[0.29461836]],14.828019857406616
196,1,0.0,tanh,21,20,32,5,2,25,0.2107640504837036,0.2366235852241516,0.0505912701288859,0.03649393220742544,0.05038917809724808,[[0.30405353]],[[0.21932853]],[[0.30283896]],15.926190614700317
197,1,0.0,tanh,21,20,32,6,1,25,0.1897418051958084,0.21420542895793915,0.04235666493574778,0.028319756189982098,0.04201081643501917,[[0.25456356]],[[0.17020173]],[[0.25248501]],14.408820629119873
198,1,0.0,tanh,21,20,32,6,2,25,0.1712905615568161,0.1971295326948166,0.042374919479091964,0.02822044864296913,0.04210406355559826,[[0.25467327]],[[0.1696049]],[[0.25304542]],14.840808153152466
199,1,0.0,tanh,21,20,64,4,1,25,0.22136010229587555,0.2486933320760727,0.044213831424713135,0.03032607523103555,0.04417359580596288,[[0.26572513]],[[0.18225971]],[[0.26548331]],14.143251657485962
200,1,0.0,tanh,21,20,64,4,2,25,0.24615426361560822,0.2701019048690796,0.04849188153942426,0.03471692527333895,0.04845372339089712,[[0.29143621]],[[0.20864872]],[[0.29120688]],14.047882795333862
201,1,0.0,tanh,21,20,64,5,1,25,0.23304371535778046,0.2585775554180145,0.04994192346930504,0.03757101980348428,0.049533636619647346,[[0.30015096]],[[0.22580183]],[[0.29769716]],16.55414319038391
202,1,0.0,tanh,21,20,64,5,2,25,0.19469380378723145,0.2198314517736435,0.047571765879789986,0.033110146721204124,0.047063821305831276,[[0.28590631]],[[0.19899198]],[[0.28285357]],16.726282119750977
203,1,0.0,tanh,21,20,64,6,1,25,0.18775124847888947,0.21209318935871124,0.0419045127928257,0.027911349510153134,0.041595873733361564,[[0.25184612]],[[0.16774721]],[[0.2499912]],16.729694843292236
204,1,0.0,tanh,21,20,64,6,2,25,0.21686027944087982,0.24416249990463257,0.04476140936215719,0.030923527975877125,0.04471264407038689,[[0.26901607]],[[0.1858504]],[[0.26872299]],16.496614694595337
205,1,0.0,tanh,21,30,32,4,1,25,0.2303265482187271,0.254407674074173,0.05109580730398496,0.03765065222978592,0.050616671641667686,[[0.3070858]],[[0.22628042]],[[0.3042062]],12.659447431564331
206,1,0.0,tanh,21,30,32,4,2,25,0.18958793580532074,0.21561791002750397,0.045968146373828254,0.03294839027027289,0.0456806036333243,[[0.27626856]],[[0.19801983]],[[0.27454043]],12.995651483535767
207,1,0.0,tanh,21,30,32,5,1,25,0.22504030168056488,0.2498428076505661,0.05250615874926249,0.039474169413248696,0.05200291300813357,[[0.31556201]],[[0.23723976]],[[0.31253751]],14.261368036270142
208,1,0.0,tanh,21,30,32,5,2,25,0.22133243083953857,0.24602417647838593,0.05166365702946981,0.038672843327124916,0.051112464318672814,[[0.31049858]],[[0.23242379]],[[0.30718591]],12.592860460281372
209,1,0.0,tanh,21,30,32,6,1,25,0.19744873046875,0.22010298073291779,0.04554091456035773,0.03172780014574528,0.045195609952012696,[[0.2737009]],[[0.19068408]],[[0.27162562]],14.138657331466675
210,1,0.0,tanh,21,30,32,6,2,25,0.18818242847919464,0.21364980936050415,0.04763592407107353,0.033438617984453835,0.04727321366469065,[[0.2862919]],[[0.20096609]],[[0.28411201]],12.900508642196655
211,1,0.0,tanh,21,30,64,4,1,25,0.257539302110672,0.2832086980342865,0.05103835090994835,0.03793093624214331,0.05067281176646551,[[0.30674049]],[[0.22796493]],[[0.3045436]],12.650463819503784
212,1,0.0,tanh,21,30,64,4,2,25,0.2065057009458542,0.2304956316947937,0.047624905283252396,0.03365748313566049,0.04727291067441305,[[0.28622568]],[[0.20228147]],[[0.28411019]],12.432655334472656
213,1,0.0,tanh,21,30,64,5,1,25,0.22019599378108978,0.24738454818725586,0.04554815714557966,0.03162991007169088,0.0454816905160745,[[0.27374442]],[[0.19009576]],[[0.27334496]],12.608359098434448
214,1,0.0,tanh,21,30,64,5,2,25,0.1976124793291092,0.2200871706008911,0.052016242096821465,0.03826881696780523,0.05144826819499334,[[0.31261762]],[[0.22999559]],[[0.30920409]],13.346081256866455
215,1,0.0,tanh,21,30,64,6,1,25,0.21831321716308594,0.24492649734020233,0.049675257255633674,0.036349156871438026,0.049479552855094276,[[0.2985483]],[[0.21845843]],[[0.29737211]],13.905197143554688
216,1,0.0,tanh,21,30,64,6,2,25,0.20294570922851562,0.2301315814256668,0.0478668138384819,0.03386359785993894,0.04742804914712906,[[0.28767955]],[[0.20352022]],[[0.28504258]],12.955992221832275
217,1,0.5,relu,7,10,32,4,1,25,0.19644983112812042,0.2209041267633438,0.046149185548226036,0.03460866461197535,0.04650335138042768,[[0.27735661]],[[0.20799807]],[[0.27948514]],19.36555814743042
218,1,0.5,relu,7,10,32,4,2,25,0.19828282296657562,0.22232134640216827,0.04705260073145231,0.03558669425547123,0.04741444687048594,[[0.28278613]],[[0.21387603]],[[0.28496083]],19.922184705734253
219,1,0.5,relu,7,10,32,5,1,25,0.20800119638442993,0.23257845640182495,0.048296148578325905,0.03683376374344031,0.04859353850285212,[[0.29025985]],[[0.22137092]],[[0.29204717]],25.23911428451538
220,1,0.5,relu,7,10,32,5,2,25,0.19694846868515015,0.22111375629901886,0.049381356686353683,0.03783641569316387,0.04964045683542887,[[0.29678195]],[[0.22739686]],[[0.29833915]],20.382654905319214
221,1,0.5,relu,7,10,32,6,1,25,0.20819777250289917,0.23206894099712372,0.04763289416829745,0.036209817975759506,0.047937531024217606,[[0.28627369]],[[0.21762101]],[[0.28810456]],26.081678867340088
222,1,0.5,relu,7,10,32,6,2,25,0.20881064236164093,0.23267610371112823,0.048803663502136864,0.03759033108750979,0.049091765036185585,[[0.29331002]],[[0.22591789]],[[0.29504151]],24.77446150779724
223,1,0.5,relu,7,10,64,4,1,25,0.17277567088603973,0.19739578664302826,0.044273884346087776,0.03236767090857029,0.04461511100331942,[[0.26608604]],[[0.1945297]],[[0.26813682]],24.530189514160156
224,1,0.5,relu,7,10,64,4,2,25,0.17571598291397095,0.1991136074066162,0.04585224762558937,0.03437219808499018,0.04614618172248205,[[0.27557201]],[[0.20657691]],[[0.27733855]],22.013267040252686
225,1,0.5,relu,7,10,64,5,1,25,0.17569184303283691,0.19994811713695526,0.04487082486351331,0.03329257108271122,0.04516442120075226,[[0.26967366]],[[0.20008835]],[[0.27143817]],24.60860538482666
226,1,0.5,relu,7,10,64,5,2,25,0.17304547131061554,0.19748394191265106,0.04885667065779368,0.03789487356940905,0.04897218197584152,[[0.29362859]],[[0.22774819]],[[0.29432281]],24.608771324157715
227,1,0.5,relu,7,10,64,6,1,25,0.16408289968967438,0.1890202760696411,0.0504801943898201,0.03906713426113129,0.050813122342030205,[[0.30338597]],[[0.23479348]],[[0.30538687]],24.470921993255615
228,1,0.5,relu,7,10,64,6,2,25,0.16261036694049835,0.18729858100414276,0.046749040484428406,0.035651676977674164,0.04695816213885943,[[0.28096173]],[[0.21426658]],[[0.28221855]],24.909459114074707
229,1,0.5,relu,7,20,32,4,1,25,0.16305990517139435,0.18575476109981537,0.04088109110792478,0.028515590975681942,0.04144366830587387,[[0.24569536]],[[0.1713787]],[[0.24907645]],15.120539426803589
230,1,0.5,relu,7,20,32,4,2,25,0.1683407425880432,0.18986564874649048,0.04272529482841492,0.030368682617942493,0.0432915985584259,[[0.25677902]],[[0.18251578]],[[0.26018251]],14.682563304901123
231,1,0.5,relu,7,20,32,5,1,25,0.17720739543437958,0.19868700206279755,0.04239293560385704,0.030062982191642124,0.04292533298333486,[[0.25478154]],[[0.18067852]],[[0.25798125]],17.189316034317017
232,1,0.5,relu,7,20,32,5,2,25,0.1852702498435974,0.20631833374500275,0.045501879105965294,0.03307143536706766,0.046042609959840775,[[0.27346629]],[[0.19875933]],[[0.27671609]],17.89209008216858
233,1,0.5,relu,7,20,32,6,1,25,0.18057818710803986,0.20284265279769897,0.04217879846692085,0.029847742368777592,0.04272399842739105,[[0.25349458]],[[0.17938493]],[[0.25677123]],17.14014434814453
234,1,0.5,relu,7,20,32,6,2,25,0.18155699968338013,0.202723428606987,0.043537408113479614,0.031224690998593967,0.044081571201483406,[[0.26165982]],[[0.18766039]],[[0.26493024]],17.36298680305481
235,1,0.5,relu,7,20,64,4,1,25,0.20074112713336945,0.22497998178005219,0.04504793261488279,0.03337109461426735,0.04551536589860916,[[0.27073808]],[[0.20056028]],[[0.27354735]],15.063191175460815
236,1,0.5,relu,7,20,64,4,2,25,0.1666339486837387,0.19165897369384766,0.042411415527264275,0.02988385781645775,0.042989746977885566,[[0.25489261]],[[0.17960199]],[[0.25836838]],15.2056405544281
237,1,0.5,relu,7,20,64,5,1,25,0.15857140719890594,0.1854543834924698,0.040923782934745155,0.028771148373683293,0.04144178951780001,[[0.24595194]],[[0.1729146]],[[0.24906516]],15.332762479782104
238,1,0.5,relu,7,20,64,5,2,25,0.1808563470840454,0.20460665225982666,0.04672871405879656,0.034170021613438926,0.04727616409460703,[[0.28083957]],[[0.20536183]],[[0.28412975]],14.548436164855957
239,1,0.5,relu,7,20,64,6,1,25,0.17156322300434113,0.19623196125030518,0.04259751861294111,0.03124283254146576,0.043003505716721215,[[0.25601109]],[[0.18776942]],[[0.25845107]],14.890953540802002
240,1,0.5,relu,7,20,64,6,2,25,0.1810668706893921,0.20533643662929535,0.042208669086297355,0.030161229893565178,0.042768437415361404,[[0.2536741]],[[0.18126899]],[[0.25703831]],17.710160970687866
241,1,0.5,relu,7,30,32,4,1,25,0.15253371000289917,0.17645634710788727,0.04044960315028826,0.028474949300289154,0.04093453039725622,[[0.24310211]],[[0.17113445]],[[0.24601653]],13.456930160522461
242,1,0.5,relu,7,30,32,4,2,25,0.18525099754333496,0.20902569591999054,0.04704089959462484,0.03536223123470942,0.047419426341851555,[[0.28271581]],[[0.21252701]],[[0.28499075]],14.266271829605103
243,1,0.5,relu,7,30,32,5,1,25,0.1567625254392624,0.18018724024295807,0.041012456019719444,0.029136111959815025,0.04148353015383085,[[0.24648486]],[[0.17510803]],[[0.24931602]],12.882744312286377
244,1,0.5,relu,7,30,32,5,2,25,0.19636951386928558,0.22028708457946777,0.04895716533064842,0.03727661197384199,0.049357677499453224,[[0.29423256]],[[0.22403244]],[[0.29663964]],13.226546287536621
245,1,0.5,relu,7,30,32,6,1,25,0.17179174721240997,0.1950812190771103,0.04214497903982798,0.03066635752717654,0.04259926204880079,[[0.25329132]],[[0.18430481]],[[0.25602156]],14.061722040176392
246,1,0.5,relu,7,30,32,6,2,25,0.19922299683094025,0.22343836724758148,0.04767129197716713,0.036299324283997216,0.048077795654535294,[[0.28650446]],[[0.21815894]],[[0.28894755]],12.801052808761597
247,1,0.5,relu,7,30,64,4,1,25,0.15035824477672577,0.17768476903438568,0.03871781503160795,0.02589403527478377,0.03937046850721041,[[0.23269407]],[[0.15562315]],[[0.23661652]],13.656983852386475
248,1,0.5,relu,7,30,64,4,2,25,0.1666399985551834,0.1921301633119583,0.04079769179224968,0.02811543643474579,0.04140904421607653,[[0.24519413]],[[0.16897377]],[[0.24886836]],13.825331687927246
249,1,0.5,relu,7,30,64,5,1,25,0.1569630652666092,0.18376559019088745,0.03891022441287836,0.02636895328760147,0.03954693550864855,[[0.23385045]],[[0.15847741]],[[0.23767708]],13.056483030319214
250,1,0.5,relu,7,30,64,5,2,25,0.22244149446487427,0.24308441579341888,0.04699263349175453,0.03466664937635263,0.04761505872011185,[[0.28242573]],[[0.20834656]],[[0.2861665]],12.954201698303223
251,1,0.5,relu,7,30,64,6,1,25,0.16585935652256012,0.19145245850086212,0.03947347775101662,0.02704304705063502,0.04012527813514074,[[0.2372356]],[[0.16252871]],[[0.24115292]],12.632282733917236
252,1,0.5,relu,7,30,64,6,2,25,0.20018534362316132,0.22160057723522186,0.04227066164215406,0.030231696863969166,0.04288380593061447,[[0.25404668]],[[0.1816925]],[[0.25773167]],14.708999156951904
253,1,0.5,relu,14,10,32,4,1,25,0.1953650712966919,0.21989186108112335,0.04829005400339762,0.03647368339200815,0.04861351599295934,[[0.29022322]],[[0.21920684]],[[0.29216723]],20.799051761627197
254,1,0.5,relu,14,10,32,4,2,25,0.200545534491539,0.22347678244113922,0.049275519947210945,0.037857141345739365,0.0496059979001681,[[0.29614587]],[[0.22752142]],[[0.29813205]],19.49329900741577
255,1,0.5,relu,14,10,32,5,1,25,0.19974511861801147,0.22306735813617706,0.0480674480398496,0.03653448758025964,0.048402453462282814,[[0.28888536]],[[0.21957227]],[[0.29089875]],25.473079204559326
256,1,0.5,relu,14,10,32,5,2,25,0.20313215255737305,0.22618620097637177,0.04892778893311819,0.03751450590789318,0.0492405022184054,[[0.29405601]],[[0.22546218]],[[0.29593542]],20.602400302886963
257,1,0.5,relu,14,10,32,6,1,25,0.20141740143299103,0.22591666877269745,0.04888188714782397,0.0371843334287405,0.049209047108888626,[[0.29378014]],[[0.22347784]],[[0.29574637]],25.062689542770386
258,1,0.5,relu,14,10,32,6,2,25,0.20178039371967316,0.22447620332241058,0.050790889809528984,0.03949081897735596,0.05101835230986277,[[0.30525325]],[[0.23733982]],[[0.3066203]],25.281275272369385
259,1,0.5,relu,14,10,64,4,1,25,0.21716010570526123,0.23782651126384735,0.047476284205913544,0.03538734217484792,0.0479266420006752,[[0.28533247]],[[0.21267793]],[[0.28803912]],24.611348152160645
260,1,0.5,relu,14,10,64,4,2,25,0.21848712861537933,0.24052245914936066,0.05026032278935114,0.03877516835927963,0.05059211949507395,[[0.30206454]],[[0.23303876]],[[0.30405864]],24.218964099884033
261,1,0.5,relu,14,10,64,5,1,25,0.220957949757576,0.2424604445695877,0.048460746804873146,0.03678468552728494,0.04884792119264603,[[0.29124909]],[[0.22107596]],[[0.29357601]],20.454188346862793
262,1,0.5,relu,14,10,64,5,2,25,0.23070764541625977,0.2523065507411957,0.049212330331405006,0.03797089556852976,0.049606967717409134,[[0.29576611]],[[0.22820508]],[[0.29813788]],24.281495571136475
263,1,0.5,relu,14,10,64,6,1,25,0.220605731010437,0.24262313544750214,0.04924708356459936,0.03749926450351874,0.04960470522443453,[[0.29597497]],[[0.22537058]],[[0.29812428]],24.60688877105713
264,1,0.5,relu,14,10,64,6,2,25,0.21934425830841064,0.24117760360240936,0.050260212272405624,0.03868937864899635,0.050598798940579094,[[0.30206388]],[[0.23252317]],[[0.30409878]],24.288172245025635
265,1,0.5,relu,14,20,32,4,1,25,0.18618951737880707,0.21264638006687164,0.044605404138565063,0.03268522831300894,0.04515096669395765,[[0.26807848]],[[0.19643822]],[[0.27135731]],14.819356679916382
266,1,0.5,relu,14,20,32,4,2,25,0.16600726544857025,0.19170457124710083,0.04313141976793607,0.031125133857131004,0.04363843177755674,[[0.25921983]],[[0.18706205]],[[0.26226697]],15.283122777938843
267,1,0.5,relu,14,20,32,5,1,25,0.17158134281635284,0.19641828536987305,0.042843823631604515,0.03150128200650215,0.04334155097603798,[[0.25749138]],[[0.1893227]],[[0.26048272]],16.532302618026733
