indicator_name,indicator_type,units,sub_type,input,value,date,city_name
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.3,2020-02-05,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.29,2020-02-10,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.27,2020-02-12,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.64,2020-02-17,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.48,2020-02-19,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.44,2020-02-24,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.09,2020-02-26,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.37,2020-03-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.18,2020-03-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.5,2020-03-09,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.3,2020-03-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.6,2020-03-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.8,2020-03-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.71,2020-03-26,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-30,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2020-04-01,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.92,2020-04-07,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.75,2020-04-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.37,2020-04-15,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.79,2020-04-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.42,2020-04-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.56,2020-05-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.08,2020-05-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.73,2020-05-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.42,2020-05-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.1,2018-08-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.3,2018-08-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.7,2018-08-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2018-08-14,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.3,2018-08-21,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.2,2018-08-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.5,2018-08-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-08-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.4,2018-08-31,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-05,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.7,2018-09-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.7,2018-09-12,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-17,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.2,2018-09-19,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2018-09-26,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-03,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.3,2018-10-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.4,2018-10-09,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-10-10,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.7,2018-10-17,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.9,2018-10-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.8,2018-10-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.6,2018-10-23,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.2,2018-10-24,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.0,2018-10-30,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-31,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.0,2018-11-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.6,2018-11-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.4,2018-11-07,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.4,2018-11-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.7,2018-11-14,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2018-11-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.9,2018-11-21,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.6,2018-11-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.5,2018-11-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.8,2018-12-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.5,2018-12-05,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.8,2018-12-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-12-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.7,2018-12-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.03,2018-12-19,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2018-12-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.22,2018-12-26,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.29,2019-01-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.87,2019-01-07,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.11,2019-01-09,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.37,2019-01-14,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.9,2019-01-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.96,2019-01-21,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.4,2019-01-23,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.85,2019-01-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.01,2019-01-30,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.544,2019-02-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.34,2019-02-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.546,2019-02-07,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.72,2019-02-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.723,2019-02-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.91,2019-02-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.651,2019-02-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.4,2019-02-21,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.76,2019-02-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.26,2019-02-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.69,2019-02-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.16,2019-03-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.32,2019-03-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.37,2019-03-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.71,2019-03-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.98,2019-03-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.6,2019-03-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.84,2019-03-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.98,2019-03-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.76,2019-04-01,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.52,2019-04-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.9,2019-04-03,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.17,2019-04-03,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.12,2019-04-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.52,2019-04-05,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.87,2019-04-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.75,2019-04-10,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.06,2019-04-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,26.3,2019-04-15,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.59,2019-04-17,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.75,2019-04-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.7,2019-04-24,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.09,2019-04-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.34,2019-05-01,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.533,2019-05-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.2,2019-05-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.737,2019-05-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.891,2019-05-15,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.74,2019-05-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.39,2019-05-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.89,2019-05-23,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.5,2019-05-24,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.31,2019-05-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.77,2019-05-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.49,2019-05-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.78,2019-05-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.78,2019-06-03,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.0,2019-06-05,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.44,2019-06-10,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.68,2019-06-12,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.28,2019-06-17,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,9.67,2019-06-19,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.41,2019-06-24,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.01,2019-06-26,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.29,2019-07-01,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.48,2019-07-03,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.93,2019-07-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.15,2019-07-10,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.69,2019-07-15,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.53,2019-07-17,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.69,2019-07-19,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.86,2019-07-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.51,2019-07-24,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.31,2019-07-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.79,2019-07-31,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.76,2019-08-05,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.27,2019-08-07,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,9.65,2019-08-12,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,9.65,2019-08-14,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.13,2019-08-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.6,2019-08-19,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.81,2019-08-21,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2019-08-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,13.5,2019-08-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,11.8,2019-09-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.55,2019-09-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.69,2019-09-09,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,11.2,2019-09-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.19,2019-09-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.92,2019-09-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.45,2019-09-23,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.49,2019-09-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.74,2019-09-30,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.51,2019-10-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.87,2019-10-07,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.15,2019-10-09,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.45,2019-10-14,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.31,2019-10-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.66,2019-10-21,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.32,2019-10-23,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,8.87,2019-10-28,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.37,2019-10-30,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.97,2019-11-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.26,2019-11-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.45,2019-11-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.01,2019-11-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.17,2019-11-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.57,2019-11-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.34,2019-11-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.97,2019-11-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.8,2019-12-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.8,2019-12-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.3,2019-12-09,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,7.05,2019-12-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.07,2019-12-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.97,2019-12-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.644,2019-12-23,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.44,2019-12-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.35,2019-12-30,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.19,2020-01-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.83,2020-01-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.54,2020-01-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.41,2020-01-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,6.74,2020-01-15,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.79,2020-01-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.64,2020-01-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.1,2020-01-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.15,2020-01-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.05,2020-02-03,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.46,2020-02-05,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.29,2020-02-10,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.1,2020-02-12,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.83,2020-02-17,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.39,2020-02-19,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.65,2020-02-24,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.11,2020-02-26,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.73,2020-03-02,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.25,2020-03-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.846,2020-03-09,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,1.8,2020-03-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.46,2020-03-16,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.04,2020-03-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.15,2020-03-26,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-30,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.49,2020-04-01,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.98,2020-04-07,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.06,2020-04-08,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.45,2020-04-15,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.04,2020-04-22,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-27,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,5.54,2020-04-29,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-04,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,3.59,2020-05-06,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-11,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.79,2020-05-13,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-18,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,2.95,2020-05-20,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-25,Vila Real
nitratos(no3),Controlo Analitico,mg/l,Efluente Tratado,Saida,4.84,2020-05-27,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.3,2018-08-06,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.7,2018-08-13,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.2,2018-08-21,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.1,2018-08-28,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.9,2018-09-04,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.7,2018-09-11,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-17,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-25,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-02,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-09,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-16,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-23,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-30,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.3,2018-11-06,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-11-13,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.1,2018-11-20,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-11-27,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.27,2018-12-04,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.61,2018-12-11,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-12-13,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.517,2018-12-18,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.57,2018-12-26,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-01-02,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.16,2019-01-07,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.261,2019-01-14,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-01-21,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.05,2019-01-28,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.39,2019-02-04,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.45,2019-02-06,Vila Real
