indicator_name,indicator_type,units,sub_type,input,value,date,city_name
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.1,2018-08-01,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.1,2018-08-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.8,2018-08-13,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.4,2018-08-23,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.5,2018-08-24,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,23.0,2018-08-31,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.0,2018-09-07,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,54.0,2018-09-14,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,37.0,2018-09-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.0,2018-09-21,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,31.0,2018-09-28,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.0,2018-10-10,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.0,2018-10-12,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.8,2018-10-24,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.3,2018-10-26,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.0,2018-11-02,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.2,2018-11-09,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.4,2018-11-16,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.0,2018-11-23,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2018-11-30,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.0,2018-12-07,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.4,2018-12-14,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.14,2018-12-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.8,2018-12-26,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.8,2019-01-02,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.4,2019-01-11,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,17.5,2019-01-18,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.93,2019-01-23,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.82,2019-01-25,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.6,2019-02-01,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.3,2019-02-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.2,2019-02-15,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.6,2019-02-22,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.3,2019-03-01,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.89,2019-03-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.2,2019-03-15,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.5,2019-03-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.39,2019-03-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.8,2019-03-22,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,25.1,2019-03-29,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.6,2019-04-05,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.8,2019-04-12,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.0,2019-04-18,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.5,2019-04-26,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,36.2,2019-05-06,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.8,2019-05-10,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,41.0,2019-05-17,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.7,2019-05-24,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.9,2019-05-31,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.5,2019-06-07,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.4,2019-06-11,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.0,2019-06-14,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,19.4,2019-06-19,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,21.5,2019-06-21,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.5,2019-06-25,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.6,2019-06-28,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.7,2019-07-05,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,38.1,2019-07-12,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.7,2019-07-19,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.3,2019-07-29,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,21.6,2019-08-02,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.5,2019-08-09,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,17.8,2019-08-13,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.6,2019-08-13,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.5,2019-08-16,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.5,2019-08-16,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.1,2019-08-23,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.7,2019-08-30,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.3,2019-08-30,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.4,2019-09-06,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.7,2019-09-13,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.8,2019-09-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.63,2019-09-27,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.4,2019-10-04,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.7,2019-10-11,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.24,2019-10-18,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.5,2019-10-25,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.8,2019-10-31,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.3,2019-11-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.6,2019-11-15,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.1,2019-11-22,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.62,2019-11-29,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2019-12-06,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.82,2019-12-13,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.72,2019-12-18,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.6,2019-12-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.3,2019-12-27,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.3,2020-01-03,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.1,2020-01-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.4,2020-01-10,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,19.8,2020-01-17,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.4,2020-01-24,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.89,2020-01-31,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.86,2020-02-07,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.3,2020-02-14,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.4,2020-02-21,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.0,2020-02-28,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.0,2020-03-04,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.33,2020-03-06,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.7,2020-03-13,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.6,2020-03-20,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-27,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,17.3,2020-04-01,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.6,2020-04-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.4,2020-04-15,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-24,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.6,2020-04-30,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-08,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.1,2020-05-14,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-22,Vila Real
azoto_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.92,2020-05-27,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-08-08,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2018-08-24,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.0,2018-09-07,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-09-21,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2018-10-10,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2018-10-24,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2018-11-02,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-11-16,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-11-30,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-12-03,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2018-12-14,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-12-26,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-01-11,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-01-25,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2019-02-08,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-02-22,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-03-08,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-03-22,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.0,2019-04-05,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-04-18,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-05-06,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2019-05-17,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-05-31,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-06-14,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-06-28,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.0,2019-07-12,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2019-07-29,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-08-09,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.0,2019-08-23,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2019-09-06,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-09-20,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-10-04,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-10-18,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2019-10-31,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-11-15,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-11-29,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-12-13,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-12-27,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2020-01-10,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-01-24,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-02-07,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-02-21,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2020-03-06,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-03-20,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-04-01,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-04-08,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-04-15,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-04-30,Vila Real
cbo,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-14,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,51.0,2018-08-01,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,43.7,2018-08-08,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,40.0,2018-08-13,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,53.2,2018-08-24,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,50.6,2018-08-31,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,44.3,2018-09-07,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,51.9,2018-09-14,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,31.3,2018-09-21,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.7,2018-09-28,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.3,2018-10-10,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.9,2018-10-12,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,27.5,2018-10-24,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,26.4,2018-10-26,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,27.0,2018-11-02,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.8,2018-11-09,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,22.0,2018-11-16,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.4,2018-11-23,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.2,2018-11-30,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,26.7,2018-12-03,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,22.0,2018-12-07,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.9,2018-12-14,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.6,2018-12-20,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,23.8,2018-12-26,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,30.43,2019-01-02,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.9,2019-01-11,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,26.9,2019-01-18,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,23.7,2019-01-25,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,19.8,2019-02-01,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.6,2019-02-08,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.1,2019-02-15,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.2,2019-02-22,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.5,2019-03-01,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,27.1,2019-03-08,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.5,2019-03-15,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,35.0,2019-03-22,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.5,2019-03-29,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.6,2019-04-05,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,27.6,2019-04-12,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,37.1,2019-04-18,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.1,2019-04-26,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.9,2019-05-06,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.8,2019-05-10,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.4,2019-05-17,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.2,2019-05-24,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,30.7,2019-05-31,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,31.4,2019-06-07,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.0,2019-06-14,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.9,2019-06-21,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.2,2019-06-28,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,35.7,2019-07-05,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.7,2019-07-12,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.6,2019-07-19,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,49.7,2019-07-29,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.1,2019-08-02,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.9,2019-08-09,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,40.3,2019-08-16,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,36.6,2019-08-23,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.8,2019-08-30,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,53.9,2019-08-30,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.7,2019-09-06,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.0,2019-09-13,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.0,2019-09-20,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,27.8,2019-09-27,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,37.8,2019-10-04,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.1,2019-10-11,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,23.3,2019-10-18,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.9,2019-10-25,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.2,2019-10-31,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.4,2019-11-08,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.2,2019-11-15,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,17.7,2019-11-22,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.0,2019-11-29,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,21.9,2019-12-06,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.7,2019-12-13,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,22.0,2019-12-20,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,21.9,2019-12-27,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.5,2020-01-03,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,36.2,2020-01-10,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,31.1,2020-01-17,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,30.5,2020-01-24,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,19.6,2020-01-31,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.3,2020-02-07,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.5,2020-02-14,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.8,2020-02-21,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.6,2020-02-28,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.7,2020-03-06,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,23.8,2020-03-13,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.9,2020-03-20,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-27,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,22.0,2020-04-01,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.8,2020-04-08,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,27.9,2020-04-15,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-24,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.6,2020-04-30,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-08,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,19.7,2020-05-14,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-22,Vila Real
cqo,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.7,2020-05-27,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.7,2018-08-01,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.3,2018-08-08,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.7,2018-08-13,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.7,2018-08-24,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.9,2018-08-31,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2018-09-07,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.4,2018-09-14,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-21,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-09-28,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-10,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-12,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-24,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-10-26,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.3,2018-11-02,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.7,2018-11-09,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-11-16,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.2,2018-11-23,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2018-11-30,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.34,2018-12-07,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.823,2018-12-14,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-12-20,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.7,2018-12-26,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-01-02,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-01-11,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-01-18,Vila Real
fosforo_total,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-01-25,Vila Real
